Unnamed: 0,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,col,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
3513,2016,13500,1815.0,1198.0,82.0,6.0,3.75,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3514,2018,4500,180.0,1497.0,1173.0,5.0,12.5,1173.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
3515,2017,23000,160.0,2179.0,140.0,7.0,15.5,140.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3516,2011,65400,0.0,1086.0,2740.1075561606535,5.0,2.1,2740.1075561606535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3517,2013,80578,1484.0,2143.0,170.0,5.0,14.5,170.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3518,2017,42646,196.0,1461.0,10845.0,5.0,12.46,10845.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3519,2014,30000,1647.0,1198.0,74.0,5.0,5.25,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3520,2012,90000,1848.0,1621.276449941501,2740.1075561606535,5.278735151413753,14.5,2740.1075561606535,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3521,2009,98000,135.0,2987.0,282.0,5.0,25.0,282.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3522,2012,66400,0.0,1621.276449941501,2740.1075561606535,5.278735151413753,2.66,2740.1075561606535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3523,2012,50000,129.0,2993.0,27123.0,4.0,45.0,27123.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3524,2015,63310,284.0,1248.0,74.0,5.0,5.1,74.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3525,2014,66000,258.0,1498.0,986.0,5.0,3.5,986.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3526,2011,74000,1607.0,1995.0,181.0,5.0,12.5,181.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3527,2012,93000,235.0,1396.0,887.0,5.0,5.55,887.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3528,2015,70000,115.0,2982.0,169.0,7.0,19.48,169.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3529,2012,48772,186.0,1197.0,858.0,5.0,3.91,858.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3530,2010,66000,186.0,1199.0,794.0,5.0,2.19,794.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3531,2017,27417,189.0,1197.0,82.0,5.0,6.89,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3532,2011,51593,156.0,1196.0,70.0,5.0,3.47,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3533,2008,86340,91.0,2349.0,2740.1075561606535,5.0,3.25,2740.1075561606535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3534,2010,75000,161.0,1298.0,882.0,5.0,2.85,882.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3535,2016,39237,1711.0,1968.0,17433.0,5.0,25.64,17433.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3536,2018,11966,168.0,1497.0,1163.0,5.0,10.28,1163.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3537,2015,37000,182.0,1199.0,887.0,5.0,6.3,887.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3538,2014,70920,2014.0,1498.0,888.0,5.0,4.75,888.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3539,2013,65280,1987.0,1461.0,8314.0,5.0,5.8,8314.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3540,2016,62000,1251.0,2179.0,1877.0,7.0,44.5,1877.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3541,2014,44525,185.0,1197.0,829.0,5.0,4.65,829.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3542,2009,86863,170.0,1497.0,118.0,5.0,3.6,118.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3543,2015,102626,160.0,2179.0,140.0,7.0,12.25,140.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3544,2017,45000,163.0,1956.0,170.0,5.0,20.0,170.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3545,2017,22000,160.0,2179.0,140.0,7.0,16.0,140.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3546,2011,108905,1179.0,2179.0,120.0,8.0,6.21,120.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3547,2016,12800,1944.0,1198.0,67.0,7.0,3.25,67.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3548,2016,32000,154.0,2179.0,120.0,7.0,9.75,120.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3549,2014,39000,155.0,1198.0,867.0,5.0,4.45,867.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3550,2017,42000,256.0,1498.0,986.0,5.0,12.0,986.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3551,2008,73000,144.0,1396.0,65.0,5.0,0.8,65.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3552,2018,48000,240.0,1186.0,7397.0,5.0,5.95,7397.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3553,2015,18000,3344.0,796.0,403.0,4.0,3.0,403.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
3554,2014,19000,1743.0,1396.0,1055.0,5.0,5.25,1055.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3555,2019,33598,1368.0,2393.0,1478.0,7.0,22.2,1478.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3556,2012,63000,1705.0,1995.0,184.0,5.0,13.5,184.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3557,2015,48000,1696.0,1968.0,13803.0,5.0,13.5,13803.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3558,2014,66000,200.0,1399.0,6805.0,5.0,3.47,6805.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3559,2013,80000,1118.0,2696.0,184.0,7.0,9.5,184.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3560,2011,37000,1504.0,1598.0,1036.0,5.0,4.8,1036.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3561,2016,35058,150.0,1598.0,10352.0,5.0,6.54,10352.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3562,2012,52000,1647.0,1198.0,739.0,5.0,3.1,739.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3563,2015,61313,2365.0,1248.0,885.0,5.0,7.99,885.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3564,2009,45000,1453.0,1798.0,1381.0,5.0,3.3,1381.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3565,2015,74000,2077.0,1248.0,888.0,7.0,8.75,888.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3566,2013,89000,192.0,1197.0,80.0,5.0,4.19,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3567,2019,13414,179.0,2143.0,136.0,5.0,30.77,136.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3568,2006,95000,169.0,1497.0,100.0,5.0,2.11,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3569,2018,15900,1815.0,1198.0,82.0,6.0,6.25,82.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3570,2011,151000,115.0,2982.0,171.0,7.0,11.4,171.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3571,2011,65000,170.0,1497.0,118.0,5.0,5.2,118.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3572,2017,36824,1853.0,1968.0,18774.0,5.0,39.84,18774.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3573,2013,65287,200.0,1399.0,6805.0,5.0,4.45,6805.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3574,2014,52000,179.0,2143.0,136.0,5.0,19.5,136.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
3575,2007,33000,1526.0,1150.0,749.0,5.0,1.75,749.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3576,2016,71000,2583.0,1498.0,99.0,5.0,5.1,99.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3577,2013,71000,227.0,1582.0,1262.0,5.0,6.8,1262.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3578,2016,20000,214.0,1197.0,831.0,5.0,5.74,831.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
3579,2010,71000,161.0,1197.0,85.0,5.0,3.3,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3580,2010,29000,99.0,3498.0,27172.0,4.0,32.0,27172.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3581,2016,27000,2176.0,1995.0,190.0,5.0,35.0,190.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3582,2017,19000,284.0,1248.0,7375.0,5.0,8.9,7375.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3583,2011,58000,1701.0,1591.0,1213.0,5.0,4.0,1213.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
3584,2018,42203,171.0,1956.0,170.0,5.0,19.46,170.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3585,2009,94000,114.0,1991.0,142.0,5.0,5.25,142.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3586,2013,52000,151.0,1196.0,73.0,5.0,2.6,73.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3587,2018,4900,215.0,1497.0,1085.0,5.0,9.22,1085.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3588,2013,70000,211.0,814.0,552.0,5.0,1.8,552.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3589,2005,100000,135.0,1405.0,2740.1075561606535,5.0,1.3,2740.1075561606535,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3590,2015,65266,1469.0,2993.0,258.0,5.0,31.75,258.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3591,2014,54569,2077.0,1248.0,8876.0,7.0,5.99,8876.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3592,2015,51361,180.0,1198.0,867.0,5.0,4.94,867.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3593,2007,125000,166.0,1388.0,68.0,5.0,1.5,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3594,2008,66000,135.0,1799.0,130.0,5.0,3.25,130.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3595,2007,65047,173.0,1061.0,575.0,5.0,1.95,575.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3596,2014,22281,2077.0,1248.0,888.0,7.0,6.5,888.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3597,2013,63210,240.0,1120.0,70.0,5.0,3.71,70.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3598,2018,31000,2014.0,1197.0,8186.0,5.0,5.0,8186.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3599,2008,60000,1981.0,1086.0,6805.0,5.0,1.99,6805.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3600,2017,32006,180.0,1198.0,867.0,5.0,4.25,867.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
3601,2009,78000,124.0,2698.0,1795.0,5.0,8.0,1795.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3602,2011,9489,2036.0,1197.0,789.0,5.0,2.95,789.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
3603,2018,5000,2517.0,799.0,533.0,5.0,3.5,533.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3604,2012,60000,152.0,1968.0,1408.0,5.0,16.0,1408.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3605,2015,50000,2274.0,796.0,473.0,5.0,2.75,473.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3606,2015,53000,178.0,1497.0,1173.0,5.0,6.95,1173.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3607,2011,64000,1174.0,1796.0,186.0,5.0,12.5,186.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3608,2017,43827,1322.0,2967.0,2414.0,5.0,36.83,2414.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3609,2011,36431,162.0,1199.0,74.0,5.0,2.7,74.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3610,2017,35000,2138.0,1396.0,887.0,5.0,9.9,887.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
3611,2011,94832,170.0,1497.0,118.0,5.0,3.83,118.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3612,2012,88381,170.0,1497.0,118.0,5.0,5.25,118.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3613,2016,45194,227.0,1598.0,118.0,5.0,7.75,118.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3614,2010,66000,1651.0,1586.0,1032.0,5.0,2.46,1032.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
3615,2014,38578,234.0,1248.0,74.0,5.0,3.96,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3616,2015,40000,2077.0,1248.0,888.0,7.0,8.25,888.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3617,2018,20632,186.0,1197.0,8183.0,5.0,7.58,8183.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3618,2014,73042,240.0,1120.0,70.0,5.0,3.99,70.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3619,2014,54257,174.0,1497.0,1173.0,5.0,6.25,1173.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3620,2013,93000,205.0,1598.0,1035.0,5.0,5.0,1035.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3621,2005,102000,110.0,2987.0,1985.0,5.0,4.65,1985.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3622,2016,28881,1301.0,2199.0,1943.0,7.0,21.37,1943.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3623,2007,52195,197.0,796.0,463.0,5.0,1.75,463.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3624,2018,20422,124.0,2499.0,134.0,5.0,16.09,134.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3625,2012,38000,248.0,1396.0,887.0,5.0,4.1,887.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3626,2015,92885,200.0,1399.0,68.0,5.0,3.56,68.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3627,2010,43000,170.0,1497.0,118.0,5.0,4.21,118.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3628,2016,70478,178.0,1248.0,2740.1075561606535,5.0,6.86,2740.1075561606535,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3629,2015,57000,239.0,1582.0,1262.0,5.0,6.6,1262.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3630,2018,32434,130.0,1591.0,1213.0,5.0,14.35,1213.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3631,2017,32000,227.0,1498.0,8984.0,5.0,9.5,8984.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3632,2011,59000,112.0,2993.0,241.0,4.0,21.9,241.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3633,2016,76467,1812.0,1995.0,190.0,5.0,30.45,190.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3634,2016,100000,2583.0,1498.0,99.0,5.0,5.1,99.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3635,2013,37086,170.0,1591.0,1213.0,5.0,5.44,1213.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
3636,2010,135000,138.0,1399.0,68.0,5.0,1.6,68.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3637,2014,54862,1768.0,1968.0,17433.0,5.0,16.67,17433.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3638,2010,67758,108.0,2354.0,2740.1075561606535,5.0,9.5,2740.1075561606535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3639,2012,56200,150.0,1396.0,986.0,5.0,3.85,986.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
3640,2011,169006,1424.0,2755.0,1745.0,7.0,10.64,1745.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3641,2016,20229,2517.0,799.0,533.0,5.0,3.5,533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3642,2008,62000,180.0,995.0,62.0,5.0,1.1,62.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3643,2011,51500,162.0,1599.0,1032.0,5.0,2.6,1032.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3644,2012,69000,1888.0,1995.0,184.0,5.0,18.5,184.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3645,2004,167000,0.0,1086.0,2740.1075561606535,5.0,1.35,2740.1075561606535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3646,2015,62476,2659.0,1248.0,74.0,5.0,7.95,74.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3647,2017,60500,254.0,1186.0,7397.0,5.0,5.49,7397.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3648,2017,17978,190.0,1199.0,887.0,5.0,6.95,887.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3649,2008,300000,170.0,1405.0,70.0,5.0,1.0,70.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3650,2013,123000,178.0,1399.0,67.0,5.0,4.45,67.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3651,2016,45296,251.0,1248.0,885.0,5.0,6.99,885.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3652,2008,77325,156.0,1586.0,10468.0,5.0,3.51,10468.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3653,2018,25858,214.0,1197.0,831.0,5.0,7.54,831.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3654,2016,120000,232.0,1248.0,7394.0,5.0,3.65,7394.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3655,2016,22000,195.0,1582.0,12624.0,5.0,16.0,12624.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3656,2012,11000,162.0,995.0,621.0,5.0,1.4,621.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3657,2017,3900,186.0,1197.0,8183.0,5.0,6.45,8183.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
3658,2016,106092,244.0,1120.0,71.0,5.0,4.4,71.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3659,2015,27000,190.0,1199.0,887.0,5.0,5.95,887.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3660,2013,11000,194.0,1198.0,868.0,5.0,3.9,868.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3661,2016,39753,130.0,2143.0,2011.0,5.0,35.28,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3662,2017,39800,176.0,2179.0,15386.0,7.0,14.25,15386.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3663,2017,73000,244.0,1120.0,71.0,5.0,4.5,71.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3664,2015,55000,227.0,1498.0,8984.0,5.0,7.5,8984.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3665,2017,18351,219.0,624.0,3748.0,4.0,3.41,3748.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3666,2013,45000,194.0,1198.0,868.0,5.0,3.25,868.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3667,2016,112200,2452.0,1248.0,885.0,7.0,8.3,885.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3668,2010,29000,2036.0,1197.0,789.0,5.0,3.45,789.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3669,2007,57309,170.0,1086.0,2740.1075561606535,5.0,2.1,2740.1075561606535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3670,2015,53392,160.0,2179.0,140.0,7.0,11.95,140.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
3671,2010,71000,2054.0,1598.0,1036.0,5.0,4.25,1036.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3672,2014,93000,140.0,2179.0,1381.0,7.0,8.25,1381.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3673,2010,119000,102.0,2354.0,180.0,5.0,5.95,180.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3674,2016,42225,151.0,1196.0,73.0,7.0,4.3,73.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3675,2012,65000,229.0,1248.0,74.0,5.0,3.9,74.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3676,2016,27809,214.0,1197.0,831.0,5.0,6.41,831.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
3677,2015,65100,151.0,2179.0,140.0,7.0,8.36,140.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3678,2014,51000,191.0,1197.0,82.0,5.0,3.85,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3679,2017,10000,1927.0,2143.0,16762.0,5.0,36.0,16762.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3680,2011,54895,1314.0,1798.0,160.0,5.0,7.5,160.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3681,2015,80768,2014.0,1498.0,8873.0,5.0,5.7,8873.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3682,2019,12076,2089.0,1197.0,8180.0,5.0,5.5,8180.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3683,2016,49000,252.0,1248.0,74.0,5.0,5.9,74.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3684,2015,42366,178.0,1497.0,1173.0,5.0,7.75,1173.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
